1.745329e-02 	 1.626741e-02 
1.919862e-02 	 2.381493e-02 
2.094395e-02 	 3.372547e-02 
2.268928e-02 	 4.644667e-02 
2.443461e-02 	 6.246468e-02 
2.617994e-02 	 8.230404e-02 
2.792527e-02 	 1.065275e-01 
2.967060e-02 	 1.357357e-01 
3.141593e-02 	 1.705671e-01 
3.316126e-02 	 2.116976e-01 
3.490659e-02 	 2.598404e-01 
3.665191e-02 	 3.157450e-01 
3.839724e-02 	 3.801978e-01 
4.014257e-02 	 4.540205e-01 
4.188790e-02 	 5.380704e-01 
4.363323e-02 	 6.332391e-01 
4.537856e-02 	 7.404525e-01 
4.712389e-02 	 8.606691e-01 
4.886922e-02 	 9.948801e-01 
5.061455e-02 	 1.144107e+00 
5.235988e-02 	 1.309404e+00 
5.410521e-02 	 1.491850e+00 
5.585054e-02 	 1.692555e+00 
5.759587e-02 	 1.912653e+00 
5.934119e-02 	 2.153305e+00 
6.108652e-02 	 2.415693e+00 
6.283185e-02 	 2.701021e+00 
6.457718e-02 	 3.010510e+00 
6.632251e-02 	 3.345401e+00 
6.806784e-02 	 3.706948e+00 
6.981317e-02 	 4.096416e+00 
7.155850e-02 	 4.515082e+00 
7.330383e-02 	 4.964229e+00 
7.504916e-02 	 5.445141e+00 
7.679449e-02 	 5.959107e+00 
7.853982e-02 	 6.507411e+00 
8.028515e-02 	 7.091329e+00 
8.203047e-02 	 7.712130e+00 
8.377580e-02 	 8.371069e+00 
8.552113e-02 	 9.069380e+00 
8.726646e-02 	 9.808279e+00 
8.901179e-02 	 1.058895e+01 
9.075712e-02 	 1.141256e+01 
9.250245e-02 	 1.228021e+01 
9.424778e-02 	 1.319300e+01 
9.599311e-02 	 1.415196e+01 
9.773844e-02 	 1.515806e+01 
9.948377e-02 	 1.621224e+01 
1.012291e-01 	 1.731537e+01 
1.029744e-01 	 1.846824e+01 
1.047198e-01 	 1.967158e+01 
1.064651e-01 	 2.092603e+01 
1.082104e-01 	 2.223218e+01 
1.099557e-01 	 2.359048e+01 
1.117011e-01 	 2.500132e+01 
1.134464e-01 	 2.646499e+01 
1.151917e-01 	 2.798166e+01 
1.169371e-01 	 2.955140e+01 
1.186824e-01 	 3.117414e+01 
1.204277e-01 	 3.284973e+01 
1.221730e-01 	 3.457787e+01 
1.239184e-01 	 3.635811e+01 
1.256637e-01 	 3.818991e+01 
1.274090e-01 	 4.007257e+01 
1.291544e-01 	 4.200522e+01 
1.308997e-01 	 4.398690e+01 
1.326450e-01 	 4.601645e+01 
1.343904e-01 	 4.809260e+01 
1.361357e-01 	 5.021389e+01 
1.378810e-01 	 5.237875e+01 
1.396263e-01 	 5.458541e+01 
1.413717e-01 	 5.683198e+01 
1.431170e-01 	 5.911641e+01 
1.448623e-01 	 6.143649e+01 
1.466077e-01 	 6.378985e+01 
1.483530e-01 	 6.617400e+01 
1.500983e-01 	 6.858629e+01 
1.518436e-01 	 7.102393e+01 
1.535890e-01 	 7.348400e+01 
1.553343e-01 	 7.596346e+01 
1.570796e-01 	 7.845912e+01 
1.588250e-01 	 8.096771e+01 
1.605703e-01 	 8.348583e+01 
1.623156e-01 	 8.601000e+01 
1.640609e-01 	 8.853664e+01 
1.658063e-01 	 9.106210e+01 
1.675516e-01 	 9.358266e+01 
1.692969e-01 	 9.609455e+01 
1.710423e-01 	 9.859397e+01 
1.727876e-01 	 1.010771e+02 
1.745329e-01 	 1.035400e+02 
1.762783e-01 	 1.059789e+02 
1.780236e-01 	 1.083900e+02 
1.797689e-01 	 1.107694e+02 
1.815142e-01 	 1.131133e+02 
